ident,type,name,elevation_ft,iso_region,municipality,gps_code,local_code,coordinates
K6V4,small_airport,Wall Municipal Airport,2813.0,US-SD,Wall,K6V4,6V4,"-102.25499725341797, 43.9995002746582"
K6V5,small_airport,Bison Municipal Airport,2785.0,US-SD,Bison,K6V5,6V5,"-102.46700286865234, 45.51860046386719"
K6Y1,small_airport,Bois Blanc Airport,664.0,US-MI,Bois Blanc Island,K6Y1,6Y1,"-84.50379944, 45.7663002"
K70A,small_airport,Freddie Jones Field,161.0,US-AL,Linden,K70A,70A,"-87.71810150146484, 32.26679992675781"
K70J,small_airport,Cairo Grady County Airport,265.0,US-GA,Cairo,K70J,70J,"-84.15470123291016, 30.88800048828125"
K71,small_airport,Lincoln Municipal Airport,1412.0,US-KS,Lincoln,K71,K71,"-98.16699981689453, 39.058101654052734"
K71A,small_airport,Pine Hill Municipal Airport,123.0,US-AL,Pine Hill,K71A,71A,"-87.58329772949219, 31.966800689697266"
K71J,small_airport,Ozark-Blackwell Field,356.0,US-AL,Ozark,,71J,"-85.619202, 31.431101"
K71N,small_airport,Sunbury Airport,450.0,US-PA,Sunbury,K71N,71N,"-76.77890014648438, 40.89179992675781"
K72F,small_airport,Throckmorton Municipal Airport,1273.0,US-TX,Throckmorton,K72F,72F,"-99.1498031616211, 33.179298400878906"
K73C,small_airport,Lancaster Municipal Airport,1008.0,US-WI,Lancaster,K73C,73C,"-90.68099975585938, 42.78049850463867"
K74S,small_airport,Anacortes Airport,241.0,US-WA,Anacortes,,74S,"-122.662003, 48.499"
K74V,small_airport,Roosevelt Municipal Airport,5172.0,US-UT,Roosevelt,,74V,"-110.051003, 40.278301"
K75J,small_airport,Turner County Airport,389.0,US-GA,Ashburn,K75J,75J,"-83.6321029663086, 31.68549919128418"
K76F,small_airport,Van Zandt County Regional Airport,518.0,US-TX,Wills Point,K76F,76F,"-95.98410034179999, 32.6814994812"
K76G,small_airport,Marine City Airport,613.0,US-MI,Marine City,K76G,76G,"-82.595703125, 42.72090148925781"
K77F,small_airport,Winters Municipal Airport,1871.0,US-TX,Winters,K77F,77F,"-99.98580169677734, 31.947200775146484"
K77G,small_airport,Marlette Airport,895.0,US-MI,Marlette,K77G,77G,"-83.09089660644531, 43.311798095703125"
K77S,small_airport,Hobby Field,538.0,US-OR,Creswell,K77S,77S,"-123.00700378417969, 43.93080139160156"
K78R,small_airport,San Augustine County Airport,443.0,US-TX,San Augustine,K78R,78R,"-94.17050170898438, 31.539600372314453"
K78Y,small_airport,Rankin Airport,976.0,US-MO,Maryville,K78Y,78Y,"-94.83360290527344, 40.33330154418945"
K79D,small_airport,Philippi Barbour County Regional Airport,1755.0,US-WV,Philippi,K79D,79D,"-80.06259918, 39.16619873"
K79J,medium_airport,South Alabama Regional At Bill Benton Field Airport,310.0,US-AL,Andalusia/Opp,K79J,79J,"-86.393799, 31.3088"
K79S,small_airport,Fort Benton Airport,2869.0,US-MT,Fort Benton,K79S,79S,"-110.63600158691406, 47.84510040283203"
K7A0,small_airport,Greensboro Municipal Airport,180.0,US-AL,Greensboro,K7A0,7A0,"-87.66210174560547, 32.68149948120117"
K7A3,small_airport,Lanett Municipal Airport,624.0,US-AL,Lanett,K7A3,7A3,"-85.22959899902344, 32.8120002746582"
K7A4,small_airport,Foster Field,990.0,US-IL,Apple River,IL28,IL28,"-90.169403, 42.4664"
K7A5,small_airport,Roanoke Municipal Airport,907.0,US-AL,Roanoke,K7A5,7A5,"-85.3666000366211, 33.12929916381836"
K7A6,small_airport,Stevenson Airport,644.0,US-AL,Stevenson,K7A6,7A6,"-85.80329895019531, 34.88629913330078"
K7A8,small_airport,Avery County Morrison Field,2750.0,US-NC,Spruce Pine,K7A8,7A8,"-81.99569702148438, 35.94459915161133"
K7B2,small_airport,Northampton Airport,121.0,US-MA,Northampton,7B2,7B2,"-72.61139679, 42.3280983"
K7B6,small_airport,Skylark Airpark,120.0,US-CT,Warehouse Point,K7B6,7B6,"-72.57450103759766, 41.929298400878906"
K7D3,small_airport,Baldwin Municipal Airport,828.0,US-MI,Baldwin,K7D3,7D3,"-85.84210205078125, 43.8754997253418"
K7D9,small_airport,Germack Airport,820.0,US-OH,Geneva,K7D9,7D9,"-80.90399932861328, 41.777801513671875"
K7F3,small_airport,Caddo Mills Municipal Airport,542.0,US-TX,Caddo Mills,K7F3,7F3,"-96.24310302734375, 33.03620147705078"
K7F5,small_airport,Canton Hackney Airport,500.0,US-TX,Canton,K7F5,7F5,"-95.86270141601562, 32.58620071411133"
K7F7,small_airport,Clifton Municipal Isenhower Field,760.0,US-TX,Clifton,K7F7,7F7,"-97.56700134, 31.81679916"
K7G0,small_airport,Ledgedale Airpark,665.0,US-NY,Brockport,K7G0,7G0,"-77.915802, 43.18109894"
K7G8,small_airport,Geauga County Airport,1174.0,US-OH,Middlefield,K7G8,7G8,"-81.06289672851562, 41.44960021972656"
K7G9,small_airport,Canton Municipal Airport,1290.0,US-SD,Canton,,7G9,"-96.570999, 43.308899"
K7I4,small_airport,Orleans Airport,655.0,US-IN,Orleans,K7I4,7I4,"-86.44300079345703, 38.65840148925781"
K7K4,small_airport,Ohio County Airport,535.0,US-KY,Hartford,KJQD,JQD,"-86.849998, 37.458302"
K7K5,small_airport,Kenmare Municipal Airport,1962.0,US-ND,Kenmare,K7K5,7K5,"-102.0479965209961, 48.667598724365234"
K7K8,small_airport,Martin Field,1100.0,US-NE,So Sioux City,K7K8,7K8,"-96.47250366210938, 42.454200744628906"
K7L2,small_airport,Linton Municipal Airport,1779.0,US-ND,Linton,K7L2,7L2,"-100.2450027, 46.21829987"
K7L8,small_airport,Post-Air Airport,861.0,US-IN,Indianapolis,7L8,7L8,"-86.013900756836, 39.75"
K7M1,small_airport,Mc Gehee Municipal Airport,141.0,US-AR,Mc Gehee,K7M1,7M1,"-91.3647995, 33.62020111"
K7M2,small_airport,Mountain View Wilcox Memorial Field,805.0,US-AR,Mountain View,K7M2,7M2,"-92.09030151367188, 35.864498138427734"
K7M3,small_airport,Bearce Airport,644.0,US-AR,Mount Ida,K7M3,7M3,"-93.52709961, 34.52930069"
K7M4,small_airport,Osceola Municipal Airport,234.0,US-AR,Osceola,K7M4,7M4,"-90.01010131835938, 35.69110107421875"
K7M5,small_airport,Ozark Franklin County Airport,648.0,US-AR,Ozark,K7M5,7M5,"-93.83930206298828, 35.51070022583008"
K7M8,small_airport,Rector Airport,281.0,US-AR,Rector,K7M8,7M8,"-90.31950378417969, 36.250099182128906"
K7M9,small_airport,Salem Airport,787.0,US-AR,Salem,K7M9,7M9,"-91.83100128173828, 36.355899810791016"
K7N1,small_airport,Corning Painted Post Airport,962.0,US-NY,Corning,K7N1,7N1,"-77.11219788, 42.17589951"
K7S0,small_airport,Ronan Airport,3086.0,US-MT,Ronan,K7S0,7S0,"-114.10099792480469, 47.56719970703125"
K7S1,small_airport,Twin Bridges Airport,4777.0,US-MT,Twin Bridges,K7S1,7S1,"-112.3030014038086, 45.53379821777344"
K7S5,small_airport,Independence State Airport,180.0,US-OR,Independence,K7S5,7S5,"-123.197998046875, 44.867000579833984"
K7S6,small_airport,White Sulphur Springs Airport,5061.0,US-MT,White Sulphur Springs,K7S6,7S6,"-110.91300201416016, 46.50410079956055"
K7S7,small_airport,Valier Airport,3820.0,US-MT,Valier,K7S7,7S7,"-112.2509994506836, 48.29999923706055"
K7S9,small_airport,Lenhardt Airpark,165.0,US-OR,Hubbard,K7S9,7S9,"-122.74299621582031, 45.18040084838867"
K7SP,small_airport,Seven Springs Airport,2907.0,US-PA,Seven Springs Borough,K7SP,7SP,"-79.3218994140625, 40.0099983215332"
K7T7,small_airport,Skywest Inc Airport,2800.0,US-TX,Midland,K7T7,7T7,"-102.0739974975586, 31.85849952697754"
K7V2,small_airport,North Fork Valley Airport,5798.0,US-CO,Paonia,K7V2,7V2,"-107.646003723, 38.8316993713"
K7V3,small_airport,Big Foot Airfield,951.0,US-WI,Walworth,K7V3,7V3,"-88.65299987792969, 42.525699615478516"
K7V5,small_airport,Brush Municipal Airport,4280.0,US-CO,Brush,7V5,7V5,"-103.581001282, 40.2639007568"
K7V6,small_airport,Camp Guernsey Airport,4400.0,US-WY,Guernsey,KGUR,GUR,"-104.727996826, 42.259601593"
K7V7,small_airport,Red Cloud Municipal Airport,1744.0,US-NE,Red Cloud,K7V7,7V7,"-98.54060364, 40.08470154"
K7V8,small_airport,Julesburg Municipal Airport,3495.0,US-CO,Julesburg,K7V8,7V8,"-102.3150024, 40.97079849"
K7V9,small_airport,City of Las Animas Bent County Airport,3915.0,US-CO,Las Animas,K7V9,7V9,"-103.23699951171875, 38.052799224853516"
K7W5,small_airport,Henry County Airport,683.0,US-OH,Napoleon,,7W5,"-84.0679, 41.374298"
K7W6,small_airport,Hyde County Airport,8.0,US-NC,Engelhard,K7W6,7W6,"-75.9552001953125, 35.562400817871094"
K7Y4,small_airport,Bagley Municipal Airport,1500.0,US-MN,Bagley,K7Y4,7Y4,"-95.36080169677734, 47.525001525878906"
K80D,small_airport,Clare County Airport,1142.0,US-MI,Harrison,K80D,80D,"-84.8125, 44.052799224853516"
K80F,small_airport,Antlers Municipal Airport,575.0,US-OK,Antlers,80F,80F,"-95.6499023438, 34.1926002502"
K80T,small_airport,Quincy Municipal Airport,1271.0,US-WA,Quincy,,80T,"-119.839996, 47.211601"
K81B,small_airport,Oxford County Regional Airport,346.0,US-ME,Oxford,K81B,81B,"-70.4813003540039, 44.15739822387695"
K81R,small_airport,San Saba County Municipal Airport,1249.0,US-TX,San Saba,K81R,81R,"-98.71700286865234, 31.235200881958008"
K82A,small_airport,Marion County Airport,682.0,US-GA,Buena Vista,K82A,82A,"-84.50350189208984, 32.28239822387695"
K82C,small_airport,Mauston New Lisbon Union Airport,906.0,US-WI,New Lisbon,K82C,82C,"-90.13770294189453, 43.83869934082031"
K82J,small_airport,Ferguson Airport,27.0,US-FL,Pensacola,K82J,82J,"-87.34860229492188, 30.398799896240234"
K82V,small_airport,Pine Bluffs Municipal Airport,5152.0,US-WY,Pine Bluffs,82V,82V,"-104.129997253, 41.153301239"
K83D,small_airport,Mackinac County Airport,624.0,US-MI,St Ignace,K83D,83D,"-84.73809814, 45.89170074"
K84D,small_airport,Cheyenne Eagle Butte Airport,2448.0,US-SD,Eagle Butte,K84D,84D,"-101.2509995, 44.9844017"
K84R,small_airport,Smithville Crawford Municipal Airport,323.0,US-TX,Smithville,K84R,84R,"-97.16690063476562, 30.030500411987305"
K86F,small_airport,Carnegie Municipal Airport,1354.0,US-OK,Carnegie,K86F,86F,"-98.57520294189453, 35.123600006103516"
K87,small_airport,Hiawatha Municipal Airport,1130.0,US-KS,Hiawatha,K87,K87,"-95.52529907226562, 39.87919998168945"
K87I,small_airport,Yazoo County Airport,104.0,US-MS,Yazoo City,K87I,87I,"-90.4636001586914, 32.883201599121094"
K87K,small_airport,El Dorado Springs Memorial Airport,931.0,US-MO,El Dorado Springs,K87K,87K,"-93.99909973144531, 37.8567008972168"
K87Y,small_airport,Blackhawk Airfield,920.0,US-WI,Madison,K87Y,87Y,"-89.1855011, 43.10490036"
K88J,small_airport,Allendale County Airport,161.0,US-SC,Allendale,KAQX,AQX,"-81.2702026367, 32.995098114"
K88M,small_airport,Eureka Airport,2668.0,US-MT,Eureka,K88M,88M,"-115.07599639892578, 48.97380065917969"
K88R,small_airport,Spicewood Airport,830.0,US-TX,Spicewood,K88R,88R,"-98.12110137939453, 30.47800064086914"
K8A0,small_airport,Albertville Regional Airport/Thomas J Brumlik Field,1032.0,US-AL,Albertville,8A0,8A0,"-86.25579834, 34.22909927"
K8A1,small_airport,Guntersville Municipal Joe Starnes Field,615.0,US-AL,Guntersville,K8A1,8A1,"-86.27020263671875, 34.39939880371094"
K8A3,small_airport,Livingston Municipal Airport,1372.0,US-TN,Livingston,K8A3,8A3,"-85.31159973144531, 36.41210174560547"
K8A6,small_airport,Wilgrove Air Park,799.0,US-NC,Charlotte,K8A6,8A6,"-80.67009735110001, 35.2137985229"
K8B0,small_airport,Steven A. Bean Municipal Airport,1825.0,US-ME,Rangeley,,8B0,"-70.664597, 44.991902"
K8B1,small_airport,Hawthorne Feather Airpark,600.0,US-NH,Hillsboro,K8B1,8B1,"-71.89949798583984, 43.06669998168945"
K8B5,small_airport,Tanner Hiller Airport,584.0,US-MA,Barre/Barre Plains,K8B5,8B5,"-72.13009643554688, 42.35639953613281"
K8C4,small_airport,Mathews Memorial Airport,840.0,US-IA,Tipton,K8C4,8C4,"-91.15290069580078, 41.76340103149414"
K8D1,small_airport,New Holstein Municipal Airport,992.0,US-WI,New Holstein,8D1,8D1,"-88.1135025024, 43.9441986084"
K8D3,small_airport,Sisseton Municipal Airport,1161.0,US-SD,Sisseton,K8D3,8D3,"-96.99620056152344, 45.670799255371094"
K8D7,small_airport,Clark County Airport,1792.0,US-SD,Clark,K8D7,8D7,"-97.71080017089844, 44.89500045776367"
K8F3,small_airport,Crosbyton Municipal Airport,3018.0,US-TX,Crosbyton,K8F3,8F3,"-101.24099731445312, 33.62379837036133"
K8F5,small_airport,Greater Morris County Airport,402.0,US-TX,Daingerfield,K8F5,8F5,"-94.69879913330078, 33.126800537109375"
K8F6,small_airport,Murdo Municipal Airport,2263.0,US-SD,Murdo,,8F6,"-100.711998, 43.8517"
K8G1,small_airport,Willard Airport,967.0,US-OH,Willard,K8G1,8G1,"-82.72460174560547, 41.038700103759766"
K8G2,small_airport,Corry Lawrence Airport,1766.0,US-PA,Corry,K8G2,8G2,"-79.64109802246094, 41.90760040283203"
K8G6,small_airport,Harrison County Airport,1174.0,US-OH,Cadiz,K8G6,8G6,"-81.01290130615234, 40.238399505615234"
K8J7,small_airport,Tomlinson Field,1533.0,US-ND,New Rockford,K8J7,8J7,"-99.1312026977539, 47.6963996887207"
K8K2,small_airport,Harper Municipal Airport,1427.0,US-KS,Harper,K8K2,8K2,"-98.04350280761719, 37.2781982421875"
K8M1,small_airport,Booneville Baldwyn Airport,384.0,US-MS,Booneville/Baldwyn,K8M1,8M1,"-88.64759826660156, 34.59080123901367"
K8M8,small_airport,Garland Airport,1218.0,US-MI,Lewiston,K8M8,8M8,"-84.27619934082031, 44.80649948120117"
K8M9,small_airport,Providence Webster County Airport,393.0,US-KY,Providence,K8M9,8M9,"-87.73609924316406, 37.424800872802734"
K8N2,small_airport,Skydive Chicago Airport,616.0,US-IL,Ottawa,K8N2,8N2,"-88.79389953613281, 41.39979934692383"
K8N8,small_airport,Danville Airport,559.0,US-PA,Danville,K8N8,8N8,"-76.6427001953125, 40.951499938964844"
K8S0,small_airport,Starr Browning Airstrip,4655.0,US-MT,Browning,K8S0,8S0,"-113.11499786376953, 48.60139846801758"
K8S1,small_airport,Polson Airport,2941.0,US-MT,Polson,K8S1,8S1,"-114.18499755859375, 47.69540023803711"
K8T6,small_airport,Live Oak County Airport,129.0,US-TX,George West,K8T6,8T6,"-98.11650085449219, 28.36280059814453"
K8T8,small_airport,San Geronimo Airpark,1040.0,US-TX,San Antonio,K8T8,8T8,"-98.79840087890625, 29.510499954223633"
K8U2,small_airport,Schafer Usfs Airport,4855.0,US-MT,Schafer,8U2,8U2,"-113.2509994506836, 48.087501525878906"
K8U6,small_airport,Terry Airport,2283.0,US-MT,Terry,K8U6,8U6,"-105.31300354003906, 46.777099609375"
K8U8,small_airport,Townsend Airport,3893.0,US-MT,Townsend,K8U8,8U8,"-111.48300170898438, 46.331199645996094"
K8V1,small_airport,Astronaut Kent Rominger Airport,7949.0,US-CO,Del Norte,KRCV,RCV,"-106.3539963, 37.71360016"
K8V2,small_airport,Stuart Atkinson Municipal Airport,2130.0,US-NE,Atkinson,K8V2,8V2,"-99.03790283203125, 42.5625"
K8V3,small_airport,Parkston Municipal Airport,1415.0,US-SD,Parkston,K8V3,8V3,"-97.97119903564453, 43.37919998168945"
K8V7,small_airport,Springfield Municipal Airport,4390.0,US-CO,Springfield,KSPD,8V7,"-102.617996, 37.458698"
K8W2,small_airport,New Market Airport,975.0,US-VA,New Market,K8W2,8W2,"-78.70809936523438, 38.65570068359375"
K8WC,small_airport,Washington County Airport,959.0,US-MO,Potosi,K8WC,8WC,"-90.73149871826172, 37.92919921875"
K8Y6,small_airport,Leaders Clear Lake Airport,990.0,US-MN,Clear Lake,K8Y6,8Y6,"-93.97109985351562, 45.444400787353516"
K90F,small_airport,Broken Bow Airport,404.0,US-OK,Broken Bow,K90F,90F,"-94.75859832763672, 34.013999938964844"
K91,small_airport,Horton Municipal Airport,1134.0,US-KS,Horton,K91,K91,"-95.53359985351562, 39.67919921875"
K91F,small_airport,Arrowhead Airport,851.0,US-OK,Canadian,K91F,91F,"-95.62129974365234, 35.15629959106445"
K92F,small_airport,Chattanooga Sky Harbor Airport,1135.0,US-OK,Chattanooga,K92F,92F,"-98.68209838867188, 34.36869812011719"
K93C,small_airport,Richland Airport,742.0,US-WI,Richland Center,K93C,93C,"-90.29830169677734, 43.28340148925781"
K93F,small_airport,Mignon Laird Municipal Airport,2084.0,US-OK,Cheyenne,K93F,93F,"-99.70469665527344, 35.60749816894531"
K93Y,small_airport,David City Municipal Airport,1617.0,US-NE,David City,K93Y,93Y,"-97.12290192, 41.23089981"
K94E,small_airport,Whiskey Creek Airport,6126.0,US-NM,Silver City,K94E,94E,"-108.20800018310547, 32.762001037597656"
K94K,small_airport,Cassville Municipal Airport,1482.0,US-MO,Cassville,K94K,94K,"-93.90049743652344, 36.6973991394043"
K94R,small_airport,Lackey Aviation Airport,90.0,US-TX,Wharton,K94R,94R,"-96.00769805908203, 29.26609992980957"
K95D,small_airport,Beulah Airport,1791.0,US-ND,Beulah,K95D,95D,"-101.81400299072266, 47.25080108642578"
K95E,small_airport,Stallion Army Air Field,4925.0,US-NM,Socorro,K95E,95E,"-106.6449966, 33.81900024"
K95F,small_airport,Cleveland Municipal Airport,912.0,US-OK,Cleveland,K95F,95F,"-96.46330261230469, 36.28379821777344"
K96,small_airport,Tuscola Airport,665.0,US-IL,Tuscola,K96,K96,"-88.30619812011719, 39.78089904785156"
K96D,small_airport,Walhalla Municipal Airport,953.0,US-ND,Walhalla,K96D,96D,"-97.90280151367188, 48.94060134887695"
K97M,small_airport,Ekalaka Airport,3503.0,US-MT,Ekalaka,K97M,97M,"-104.53700256347656, 45.87779998779297"
K98,small_airport,Allison Municipal Airport,1053.0,US-IA,Allison,K98,K98,"-92.80439758300781, 42.76390075683594"
K98D,small_airport,Onida Municipal Airport,1874.0,US-SD,Onida,K98D,98D,"-100.10099792480469, 44.700801849365234"
K99N,small_airport,Bamberg County Airport,231.0,US-SC,Bamberg,K99N,99N,"-81.1083984375, 33.304500579833984"
K99V,small_airport,Crawford Airport,6470.0,US-CO,Crawford,K99V,99V,"-107.64399719238281, 38.704200744628906"
K9A0,small_airport,Lumpkin County Wimpys Airport,1311.0,US-GA,Dahlonega,K9A0,9A0,"-84.02069854736328, 34.57929992675781"
K9A1,small_airport,Covington Municipal Airport,809.0,US-GA,Covington,KCVC,CVC,"-83.84960175, 33.63249969"
K9A4,small_airport,Lawrence County Airport,588.0,US-AL,Courtland,K9A4,9A4,"-87.348801, 34.659401"
K9A5,small_airport,Barwick Lafayette Airport,777.0,US-GA,Lafayette,K9A5,9A5,"-85.29039764404297, 34.6885986328125"
K9C8,small_airport,Evart Municipal Airport,1018.0,US-MI,Evart,K9C8,9C8,"-85.2791976928711, 43.89590072631836"
K9D0,small_airport,Highmore Municipal Airport,1854.0,US-SD,Highmore,K9D0,9D0,"-99.44619750976562, 44.54159927368164"
K9D1,small_airport,Gregory Municipal Airport - Flynn Field,2168.0,US-SD,Gregory,9D1,9D1,"-99.40329742, 43.22169876"
K9D2,small_airport,Harding County Airport,2889.0,US-SD,Buffalo,K9D2,9D2,"-103.52999877929688, 45.58060073852539"
K9D4,small_airport,Deck Airport,523.0,US-PA,Myerstown,K9D4,9D4,"-76.32959747, 40.35179901"
K9D7,small_airport,Cando Municipal Airport,1481.0,US-ND,Cando,K9D7,9D7,"-99.23590088, 48.47999954"
K9D9,small_airport,Hastings Airport,801.0,US-MI,Hastings,K9D9,9D9,"-85.34629821777344, 42.66360092163086"
K9F0,small_airport,Dublin Municipal Airport,1495.0,US-TX,Dublin,K9F0,9F0,"-98.32530212402344, 32.068199157714844"
K9F8,small_airport,Hoven Municipal Airport,1884.0,US-SD,Hoven,,9F8,"-99.797798, 45.257599"
K9F9,small_airport,Sycamore Strip,760.0,US-TX,Fort Worth,K9F9,9F9,"-97.35359954833984, 32.628501892089844"
K9G2,small_airport,Prices Airport,920.0,US-MI,Linden,K9G2,9G2,"-83.7698974609375, 42.80759811401367"
K9G3,small_airport,Akron Airport,840.0,US-NY,Akron,9G3,9G3,"-78.482498168945, 43.021099090576"
K9G8,small_airport,Ebensburg Airport,2099.0,US-PA,Ebensburg,K9G8,9G8,"-78.77519989013672, 40.46120071411133"
K9K7,small_airport,Ellsworth Municipal Airport,1615.0,US-KS,Ellsworth,K9K7,9K7,"-98.22930145263672, 38.75040054321289"
K9K8,small_airport,Kingman Airport Clyde Cessna Field,1607.0,US-KS,Kingman,K9K8,9K8,"-98.12390137, 37.66899872"
K9L2,small_airport,Edwards Af Aux North Base Airport,2299.0,US-CA,Edwards,K9L2,9L2,"-117.86299896240234, 34.99079895019531"
K9M4,small_airport,Ackerman Choctaw County Airport,552.0,US-MS,Ackerman,9M4,9M4,"-89.228401184082, 33.30350112915"
K9M6,small_airport,Kelly Airport,112.0,US-LA,Oak Grove,K9M6,9M6,"-91.40390014648438, 32.84920120239258"
K9M8,small_airport,Sheridan Municipal Airport,232.0,US-AR,Sheridan,K9M8,9M8,"-92.35099792480469, 34.328399658203125"
K9S2,small_airport,Scobey Airport,2432.0,US-MT,Scobey,K9S2,9S2,"-105.43900299072266, 48.807701110839844"
K9S4,small_airport,Mineral County Airport,2787.0,US-MT,Superior,K9S4,9S4,"-114.85399627685547, 47.16830062866211"
K9S5,small_airport,Three Forks Airport,4089.0,US-MT,Three Forks,K9S5,9S5,"-111.56900024414062, 45.87810134887695"
K9S9,small_airport,Lexington Airport,1634.0,US-OR,Lexington,K9S9,9S9,"-119.69000244140625, 45.4541015625"
K9U0,small_airport,Turner Airport,3049.0,US-MT,Turner,K9U0,9U0,"-108.40899658203125, 48.85419845581055"
K9U3,small_airport,Austin Airport,5730.0,US-NV,Austin,KTMT,TMT,"-117.195, 39.467998"
K9U4,small_airport,Dixon Airport,6520.0,US-WY,Dixon,KDWX,DWX,"-107.49700164795, 41.038299560547"
K9U7,small_airport,Currant Ranch Airport,5181.0,US-NV,Currant,K9U7,9U7,"-115.4800033569336, 38.736000061035156"
K9V5,small_airport,Modisett Airport,3751.0,US-NE,Rushville,,9V5,"-102.445, 42.737499"
K9V6,small_airport,Martin Municipal Airport,3293.0,US-SD,Martin,K9V6,9V6,"-101.71299743652344, 43.16559982299805"
K9V7,small_airport,Eads Municipal Airport,4245.0,US-CO,Eads,K9V7,9V7,"-102.81099700927734, 38.475101470947266"
K9V9,small_airport,Chamberlain Municipal Airport,1695.0,US-SD,Chamberlain,K9V9,9V9,"-99.32129669189453, 43.7661018371582"
K9X1,small_airport,Williams Airport,122.0,US-TX,Porter,K9X1,9X1,"-95.3219985961914, 30.153400421142578"
